Names;Country;room_type;nuitee;reservation_date;traveler_infos;date_review;review_title;grade_review;positive_review;negative_review;usefulness_review;hotel;UniqueID
Leanne;Royaume-Uni;Chambre Supérieure;1;Octobre 2021;Couple;Commentaire envoyé le 9 octobre 2021;Great location;7,0;;;0;Disney's Newport Bay Club;LeanneRoyaume-UniChambre SupérieureOctobre 2021CoupleCommentaire envoyé le 9 octobre 2021Great location
Rebecca;Royaume-Uni;Chambre Supérieure;1;Octobre 2021;Famille;Commentaire envoyé le 4 octobre 2021;Good hotel in a good location;8,0;;;0;Disney's Newport Bay Club;RebeccaRoyaume-UniChambre SupérieureOctobre 2021FamilleCommentaire envoyé le 4 octobre 2021Good hotel in a good location
Yuliya;Allemagne;Chambre Supérieure - Côté Lac;2;Octobre 2021;Famille;Commentaire envoyé le 1 octobre 2021;Great for a family with children;8,0;;;0;Disney's Newport Bay Club;YuliyaAllemagneChambre Supérieure - Côté LacOctobre 2021FamilleCommentaire envoyé le 1 octobre 2021Great for a family with children
Amy;Royaume-Uni;Chambre Supérieure - Côté Lac;2;Septembre 2021;Famille;Commentaire envoyé le 20 septembre 2021;Loved it even with a few issues - will be back;8,0;;;0;Disney's Newport Bay Club;AmyRoyaume-UniChambre Supérieure - Côté LacSeptembre 2021FamilleCommentaire envoyé le 20 septembre 2021Loved it even with a few issues - will be back
Andreas;Royaume-Uni;Chambre Supérieure - Côté Lac;1;Septembre 2021;Famille;Commentaire envoyé le 19 septembre 2021;Greatly disappointed by the view;6,0;;;1;Disney's Newport Bay Club;AndreasRoyaume-UniChambre Supérieure - Côté LacSeptembre 2021FamilleCommentaire envoyé le 19 septembre 2021Greatly disappointed by the view
Raymond;Royaume-Uni;Chambre Supérieure - Côté Lac;3;Septembre 2021;Famille;Commentaire envoyé le 14 septembre 2021;COVID safe?;6,0;;;2;Disney's Newport Bay Club;RaymondRoyaume-UniChambre Supérieure - Côté LacSeptembre 2021FamilleCommentaire envoyé le 14 septembre 2021COVID safe?
Abdulllah;Koweït;Chambre Supérieure;2;Septembre 2021;Famille;Commentaire envoyé le 3 septembre 2021;the staff was fine but the room is very old also the a/c not that good , the room was little bit clean;6,0;;;2;Disney's Newport Bay Club;AbdulllahKoweïtChambre SupérieureSeptembre 2021FamilleCommentaire envoyé le 3 septembre 2021the staff was fine but the room is very old also the a/c not that good , the room was little bit clean
Danilo;Luxembourg;Chambre Supérieure;2;Août 2021;Couple;Commentaire envoyé le 15 août 2021;Agréable;6,0;;;0;Disney's Newport Bay Club;DaniloLuxembourgChambre SupérieureAoût 2021CoupleCommentaire envoyé le 15 août 2021Agréable
Jeroen;Pays-Bas;Chambre Supérieure;1;Août 2021;Famille;Commentaire envoyé le 6 août 2021;It’s a factory;6,0;;;0;Disney's Newport Bay Club;JeroenPays-BasChambre SupérieureAoût 2021FamilleCommentaire envoyé le 6 août 2021It’s a factory
Ioan-alexandru;Roumanie;Chambre Supérieure;3;Juillet 2021;Famille;Commentaire envoyé le 31 juillet 2021;Lovely staff;6,0;;;0;Disney's Newport Bay Club;Ioan-alexandruRoumanieChambre SupérieureJuillet 2021FamilleCommentaire envoyé le 31 juillet 2021Lovely staff
Mirka;Pays-Bas;Chambre Supérieure - Côté Lac;1;Juillet 2021;Famille;Commentaire envoyé le 30 juillet 2021;Bien ;7,0;;;1;Disney's Newport Bay Club;MirkaPays-BasChambre Supérieure - Côté LacJuillet 2021FamilleCommentaire envoyé le 30 juillet 2021Bien 
Christopher;Royaume-Uni;Chambre Supérieure - Côté Lac;1;Juillet 2021;Famille;Commentaire envoyé le 28 juillet 2021;Agréable;6,0;;;0;Disney's Newport Bay Club;ChristopherRoyaume-UniChambre Supérieure - Côté LacJuillet 2021FamilleCommentaire envoyé le 28 juillet 2021Agréable
Nora;Luxembourg;Chambre Supérieure - Côté Lac;2;Juillet 2021;Voyageur individuel;Commentaire envoyé le 12 juillet 2021;Expensive but worth it if you want to treat yourself;8,0;;;0;Disney's Newport Bay Club;NoraLuxembourgChambre Supérieure - Côté LacJuillet 2021Voyageur individuelCommentaire envoyé le 12 juillet 2021Expensive but worth it if you want to treat yourself
Sebastian;Allemagne;Chambre Supérieure - Côté Lac;3;Juin 2021;Famille;Commentaire envoyé le 1 juillet 2021;Great location to visit Disneyland and therefore worth the price.;8,0;;;1;Disney's Newport Bay Club;SebastianAllemagneChambre Supérieure - Côté LacJuin 2021FamilleCommentaire envoyé le 1 juillet 2021Great location to visit Disneyland and therefore worth the price.
Julie;Brésil;Chambre Supérieure;1;Juin 2021;Famille;Commentaire envoyé le 27 juin 2021;it was ok but maybe should not have reopened until there aren't as many covid restrictions;6,0;;;0;Disney's Newport Bay Club;JulieBrésilChambre SupérieureJuin 2021FamilleCommentaire envoyé le 27 juin 2021it was ok but maybe should not have reopened until there aren't as many covid restrictions
Rachid;Pays-Bas;Chambre Supérieure - Côté Lac;1;Octobre 2020;Famille;Commentaire envoyé le 11 octobre 2020;Price/quality is not good. The security, to get to the park, was not the most happiest person that day. He even ask;6,0;;;0;Disney's Newport Bay Club;RachidPays-BasChambre Supérieure - Côté LacOctobre 2020FamilleCommentaire envoyé le 11 octobre 2020Price/quality is not good. The security, to get to the park, was not the most happiest person that day. He even ask
Mickey;Japon;Chambre Supérieure – Côté Lac (4 Adultes);2;Août 2020;Famille;Commentaire envoyé le 6 septembre 2020;Close to Disneyland;7,0;;;2;Disney's Newport Bay Club;MickeyJaponChambre Supérieure – Côté Lac (4 Adultes)Août 2020FamilleCommentaire envoyé le 6 septembre 2020Close to Disneyland
Sara;Royaume-Uni;Chambre Supérieure – Côté Lac (2 Adultes + 2 Enfants);3;Juillet 2020;Famille;Commentaire envoyé le 14 août 2020;Not worth the price;6,0;;;0;Disney's Newport Bay Club;SaraRoyaume-UniChambre Supérieure – Côté Lac (2 Adultes + 2 Enfants)Juillet 2020FamilleCommentaire envoyé le 14 août 2020Not worth the price
Joana;Hong Kong;Chambre Supérieure (2 Adultes + 2 Enfants);3;Mars 2020;Famille;Commentaire envoyé le 6 mai 2020;Very good, my family had great fun :);7,0;;;2;Disney's Newport Bay Club;JoanaHong KongChambre Supérieure (2 Adultes + 2 Enfants)Mars 2020FamilleCommentaire envoyé le 6 mai 2020Very good, my family had great fun :)
Angela;Royaume-Uni;Chambre Supérieure (2 Adultes + 2 Enfants);4;Mars 2020;Voyageur individuel;Commentaire envoyé le 17 mars 2020;All in all it was worth it to stay here but we didn’t have to food package because of the cost.;8,0;;;1;Disney's Newport Bay Club;AngelaRoyaume-UniChambre Supérieure (2 Adultes + 2 Enfants)Mars 2020Voyageur individuelCommentaire envoyé le 17 mars 2020All in all it was worth it to stay here but we didn’t have to food package because of the cost.
Matthew;Royaume-Uni;Chambre Supérieure (2 Adultes + 2 Enfants);3;Février 2020;Groupe;Commentaire envoyé le 24 février 2020;Très bien;8,0;;;1;Disney's Newport Bay Club;MatthewRoyaume-UniChambre Supérieure (2 Adultes + 2 Enfants)Février 2020GroupeCommentaire envoyé le 24 février 2020Très bien
Christine;Royaume-Uni;Chambre Supérieure – Côté Lac (2 Adultes + 2 Enfants);1;Février 2020;Famille;Commentaire envoyé le 24 février 2020;Overnight stay;7,1;;;1;Disney's Newport Bay Club;ChristineRoyaume-UniChambre Supérieure – Côté Lac (2 Adultes + 2 Enfants)Février 2020FamilleCommentaire envoyé le 24 février 2020Overnight stay
Sibel;Royaume-Uni;Chambre Supérieure (3 Adultes + 1 Enfant);1;Février 2020;Famille;Commentaire envoyé le 22 février 2020;Bien ;7,5;;;2;Disney's Newport Bay Club;SibelRoyaume-UniChambre Supérieure (3 Adultes + 1 Enfant)Février 2020FamilleCommentaire envoyé le 22 février 2020Bien 
Elaine;Royaume-Uni;Chambre Supérieure (2 Adultes + 2 Enfants);3;Février 2020;Couple;Commentaire envoyé le 20 février 2020;Bien ;7,5;;;0;Disney's Newport Bay Club;ElaineRoyaume-UniChambre Supérieure (2 Adultes + 2 Enfants)Février 2020CoupleCommentaire envoyé le 20 février 2020Bien 
Frederico;Brésil;Chambre Supérieure (3 Adultes + 1 Enfant);2;Janvier 2020;Famille;Commentaire envoyé le 10 février 2020;Bien ;7,0;;;3;Disney's Newport Bay Club;FredericoBrésilChambre Supérieure (3 Adultes + 1 Enfant)Janvier 2020FamilleCommentaire envoyé le 10 février 2020Bien 
Mwm;Koweït;Chambre Supérieure (2 Adultes + 2 Enfants);4;Février 2020;Couple;Commentaire envoyé le 5 février 2020;We had fun;7,0;;;0;Disney's Newport Bay Club;MwmKoweïtChambre Supérieure (2 Adultes + 2 Enfants)Février 2020CoupleCommentaire envoyé le 5 février 2020We had fun
Stefano;;Chambre Supérieure – Côté Lac (2 Adultes + 2 Enfants);2;Février 2020;Famille;Commentaire envoyé le 2 février 2020;Bien ;7,1;;;3;Disney's Newport Bay Club;
ٍsultan;Arabie saoudite;Chambre Club Compass (2 Adultes + 2 Enfants);3;Janvier 2020;Famille;Commentaire envoyé le 2 février 2020;watch out for housekeeping !;7,0;;;7;Disney's Newport Bay Club;ٍsultanArabie saouditeChambre Club Compass (2 Adultes + 2 Enfants)Janvier 2020FamilleCommentaire envoyé le 2 février 2020watch out for housekeeping !
Linda;Égypte;Chambre Compass Club – Côté Lac (2 Adultes + 2 Enfants);3;Janvier 2020;Famille;Commentaire envoyé le 26 janvier 2020;Good location nice view;8,0;;;1;Disney's Newport Bay Club;LindaÉgypteChambre Compass Club – Côté Lac (2 Adultes + 2 Enfants)Janvier 2020FamilleCommentaire envoyé le 26 janvier 2020Good location nice view
Talal;Liban;Chambre Supérieure – Côté Lac (2 Adultes + 2 Enfants);3;Décembre 2019;Famille;Commentaire envoyé le 18 janvier 2020;Good and fun stay.;8,0;;;0;Disney's Newport Bay Club;TalalLibanChambre Supérieure – Côté Lac (2 Adultes + 2 Enfants)Décembre 2019FamilleCommentaire envoyé le 18 janvier 2020Good and fun stay.
Mohamed;Arabie saoudite;Chambre Supérieure – Côté Lac (4 Adultes);1;Janvier 2020;Famille;Commentaire envoyé le 13 janvier 2020;Location is good;7,9;;;1;Disney's Newport Bay Club;MohamedArabie saouditeChambre Supérieure – Côté Lac (4 Adultes)Janvier 2020FamilleCommentaire envoyé le 13 janvier 2020Location is good
Mohamed;Arabie saoudite;Chambre Supérieure – Côté Lac (2 Adultes + 2 Enfants);1;Janvier 2020;Famille;Commentaire envoyé le 13 janvier 2020;Good Location;7,9;;;0;Disney's Newport Bay Club;MohamedArabie saouditeChambre Supérieure – Côté Lac (2 Adultes + 2 Enfants)Janvier 2020FamilleCommentaire envoyé le 13 janvier 2020Good Location
Julie;Royaume-Uni;Chambre Supérieure (3 Adultes + 1 Enfant);1;Décembre 2019;Famille;Commentaire envoyé le 5 janvier 2020;Bien ;7,0;;;3;Disney's Newport Bay Club;JulieRoyaume-UniChambre Supérieure (3 Adultes + 1 Enfant)Décembre 2019FamilleCommentaire envoyé le 5 janvier 2020Bien 
Yasmin;Royaume-Uni;Chambre Supérieure (2 Adultes + 2 Enfants);1;Décembre 2019;Couple;Commentaire envoyé le 4 janvier 2020;Bien ;7,1;;;2;Disney's Newport Bay Club;YasminRoyaume-UniChambre Supérieure (2 Adultes + 2 Enfants)Décembre 2019CoupleCommentaire envoyé le 4 janvier 2020Bien 
Julien;Japon;Chambre Supérieure (2 Adultes + 2 Enfants);1;Janvier 2020;Couple;Commentaire envoyé le 4 janvier 2020;Bien ;7,1;;;2;Disney's Newport Bay Club;JulienJaponChambre Supérieure (2 Adultes + 2 Enfants)Janvier 2020CoupleCommentaire envoyé le 4 janvier 2020Bien 
Shaun;Royaume-Uni;Chambre Supérieure (4 Adultes);1;Décembre 2019;Groupe;Commentaire envoyé le 1 janvier 2020;Très bien;8,3;;;1;Disney's Newport Bay Club;ShaunRoyaume-UniChambre Supérieure (4 Adultes)Décembre 2019GroupeCommentaire envoyé le 1 janvier 2020Très bien
Paul;Royaume-Uni;Chambre Supérieure – Côté Lac (2 Adultes + 2 Enfants);2;Décembre 2019;Famille;Commentaire envoyé le 1 janvier 2020;Bien ;7,1;;;1;Disney's Newport Bay Club;PaulRoyaume-UniChambre Supérieure – Côté Lac (2 Adultes + 2 Enfants)Décembre 2019FamilleCommentaire envoyé le 1 janvier 2020Bien 
Emile;États-Unis;Chambre Supérieure avec Terrasse;1;Novembre 2022;Couple;Commentaire envoyé le 19 décembre 2022;a very nice stay.;10;;;0;Disney's Newport Bay Club;EmileÉtats-UnisChambre Supérieure avec TerrasseNovembre 2022CoupleCommentaire envoyé le 19 décembre 2022a very nice stay.
Effie8688;Singapour;Chambre Supérieure;3;Décembre 2022;Famille;Commentaire envoyé le 17 décembre 2022;Décevant;4,0;;;0;Disney's Newport Bay Club;Effie8688SingapourChambre SupérieureDécembre 2022FamilleCommentaire envoyé le 17 décembre 2022Décevant
Constantinos;Chypre;Chambre Supérieure;2;Décembre 2022;Famille;Commentaire envoyé le 12 décembre 2022;Exceptionnel;10;;;0;Disney's Newport Bay Club;ConstantinosChypreChambre SupérieureDécembre 2022FamilleCommentaire envoyé le 12 décembre 2022Exceptionnel
Roisin;Royaume-Uni;Chambre Supérieure - Côté Lac;3;Novembre 2022;Famille;Commentaire envoyé le 28 novembre 2022;enjoyable;4,0;;;0;Disney's Newport Bay Club;RoisinRoyaume-UniChambre Supérieure - Côté LacNovembre 2022FamilleCommentaire envoyé le 28 novembre 2022enjoyable
Elena;Royaume-Uni;Chambre Supérieure;1;Novembre 2022;Famille;Commentaire envoyé le 20 novembre 2022;amazing weekend!!;10;;;0;Disney's Newport Bay Club;ElenaRoyaume-UniChambre SupérieureNovembre 2022FamilleCommentaire envoyé le 20 novembre 2022amazing weekend!!
Amandeep;Royaume-Uni;Chambre Supérieure;4;Septembre 2022;Famille;Commentaire envoyé le 13 novembre 2022;amazing would definitely book there again maybe next time go for club experience;10;;;0;Disney's Newport Bay Club;AmandeepRoyaume-UniChambre SupérieureSeptembre 2022FamilleCommentaire envoyé le 13 novembre 2022amazing would definitely book there again maybe next time go for club experience
Mabelle;Australie;Chambre Supérieure;2;Novembre 2022;Famille;Commentaire envoyé le 13 novembre 2022;I do not recommend. Don’t waste your money, stay at Hotel L’Elysees in Val d’Europe. You WILL not get a 4 star experienc;2,0;;;2;Disney's Newport Bay Club;MabelleAustralieChambre SupérieureNovembre 2022FamilleCommentaire envoyé le 13 novembre 2022I do not recommend. Don’t waste your money, stay at Hotel L’Elysees in Val d’Europe. You WILL not get a 4 star experienc
Tracey;Royaume-Uni;Chambre Supérieure;2;Novembre 2022;Voyageur individuel;Commentaire envoyé le 11 novembre 2022;Exceptionnel;10;;;0;Disney's Newport Bay Club;TraceyRoyaume-UniChambre SupérieureNovembre 2022Voyageur individuelCommentaire envoyé le 11 novembre 2022Exceptionnel
Renaud;Île Maurice;Chambre Club Compass - Côté Lac (2 Adultes);1;Octobre 2022;Famille;Commentaire envoyé le 5 novembre 2022;We pre booked some entry to the theme park. Otherwise we would had loved to stay in the room only..;10;;;0;Disney's Newport Bay Club;RenaudÎle MauriceChambre Club Compass - Côté Lac (2 Adultes)Octobre 2022FamilleCommentaire envoyé le 5 novembre 2022We pre booked some entry to the theme park. Otherwise we would had loved to stay in the room only..
Renaud;Île Maurice;Chambre Supérieure - Côté Lac;1;Octobre 2022;Famille;Commentaire envoyé le 5 novembre 2022;We booked two different room for our stay but we'll definitely come back in the club one next time.;9,0;;;0;Disney's Newport Bay Club;RenaudÎle MauriceChambre Supérieure - Côté LacOctobre 2022FamilleCommentaire envoyé le 5 novembre 2022We booked two different room for our stay but we'll definitely come back in the club one next time.
Hasan;Arabie saoudite;Chambre Supérieure - Côté Lac;2;Novembre 2022;Couple;Commentaire envoyé le 2 novembre 2022;Fabuleux ;9,0;;;0;Disney's Newport Bay Club;HasanArabie saouditeChambre Supérieure - Côté LacNovembre 2022CoupleCommentaire envoyé le 2 novembre 2022Fabuleux 
Mendalyn;États-Unis;Chambre Supérieure avec Terrasse;1;Octobre 2022;Famille;Commentaire envoyé le 23 octobre 2022;AMAZING! We would stay here again.;10;;;0;Disney's Newport Bay Club;MendalynÉtats-UnisChambre Supérieure avec TerrasseOctobre 2022FamilleCommentaire envoyé le 23 octobre 2022AMAZING! We would stay here again.
Nuno;Portugal;Chambre Supérieure - Côté Lac;1;Octobre 2022;Famille;Commentaire envoyé le 23 octobre 2022;Exceptionnel;10;;;0;Disney's Newport Bay Club;NunoPortugalChambre Supérieure - Côté LacOctobre 2022FamilleCommentaire envoyé le 23 octobre 2022Exceptionnel
Hanan;Arabie saoudite;Chambre Supérieure;1;Octobre 2022;Famille;Commentaire envoyé le 16 octobre 2022;They booked me a special needs room and I requested a standard room;5,0;;;0;Disney's Newport Bay Club;HananArabie saouditeChambre SupérieureOctobre 2022FamilleCommentaire envoyé le 16 octobre 2022They booked me a special needs room and I requested a standard room
חיים;Israël;Chambre Supérieure - Côté Lac;1;Octobre 2022;Famille;Commentaire envoyé le 15 octobre 2022;Exceptionnel;10;;;0;Disney's Newport Bay Club;חייםIsraëlChambre Supérieure - Côté LacOctobre 2022FamilleCommentaire envoyé le 15 octobre 2022Exceptionnel
Georgia;Royaume-Uni;Chambre Supérieure - Côté Lac;2;Octobre 2022;Groupe;Commentaire envoyé le 15 octobre 2022;Lovely hotel!;10;;;1;Disney's Newport Bay Club;GeorgiaRoyaume-UniChambre Supérieure - Côté LacOctobre 2022GroupeCommentaire envoyé le 15 octobre 2022Lovely hotel!
