Names;Country;room_type;nuitee;reservation_date;traveler_infos;date_review;review_title;grade_review;positive_review;negative_review;usefulness_review;hotel;level_grade_review;level_hotel;month_str;month_num;year;delay_comment;date
Jane;Royaume-Uni;Chambre Club Compass (2 Adultes);2;Novembre 2021;Couple; 30 novembre 2021;Fabulous. Worth the extra for the compass club, room was so big.;10.0;;;;Disney's Newport Bay Club;2;6;novembre;11;2021;0;2021-11-01
Fatima;Émirats arabes unis;Chambre Supérieure;1;Novembre 2021;Famille; 15 novembre 2021;Mauvais;1.0;;;;Disney's Newport Bay Club;0;6;novembre;11;2021;0;2021-11-01
Hassan;Arabie saoudite;Chambre Supérieure;2;Septembre 2021;Famille; 12 novembre 2021;lovely and fun;10.0;;;;Disney's Newport Bay Club;2;6;septembre;9;2021;2;2021-09-01
Noor;Arabie saoudite;Chambre Club Compass (2 Adultes);1;Octobre 2021;Famille; 1 novembre 2021;Exceptionnel;10.0;;;;Disney's Newport Bay Club;2;6;octobre;10;2021;1;2021-10-01
Michelle;Irlande;Chambre Club Compass - Côté Lac (2 Adultes);3;Octobre 2021;Famille; 30 octobre 2021;The best service from staff! So friendly. Hotel so clean. Fantastic location & a great breakfast and;9.0;;;1 personne a trouvé ce commentaire utile. Utile Pas utile;Disney's Newport Bay Club;2;6;octobre;10;2021;0;2021-10-01
Barry;Royaume-Uni;Chambre Supérieure - Côté Lac;4;Octobre 2021;Famille; 29 octobre 2021;Halloween 2021;3.0;;;;Disney's Newport Bay Club;0;6;octobre;10;2021;0;2021-10-01
Thomas;Royaume-Uni;Chambre Supérieure;1;Octobre 2021;Couple; 19 octobre 2021;Didn't live up to expectations: basic hotel, not good value for money, cleaners strike going on!;5.0;;;;Disney's Newport Bay Club;0;6;octobre;10;2021;0;2021-10-01
Valeska;Suisse;Chambre Supérieure;1;Octobre 2021;Famille; 19 octobre 2021;Médiocre ;2.0;;;;Disney's Newport Bay Club;0;6;octobre;10;2021;0;2021-10-01
Balas;Roumanie;Chambre Club Compass - Côté Lac (2 Adultes);3;Octobre 2021;Couple; 15 octobre 2021;Best possible vacation that we ever had!;10.0;;;;Disney's Newport Bay Club;2;6;octobre;10;2021;0;2021-10-01
Arthur;Royaume-Uni;Chambre Supérieure;4;Septembre 2021;Famille; 8 octobre 2021;Very disappointing;1.0;;;1 personne a trouvé ce commentaire utile. Utile Pas utile;Disney's Newport Bay Club;0;6;septembre;9;2021;1;2021-09-01
Fatemah;Koweït;Chambre Supérieure - Côté Lac;3;Octobre 2021;Voyageur individuel; 2 octobre 2021;Mauvais;1.0;;;1 personne a trouvé ce commentaire utile. Utile Pas utile;Disney's Newport Bay Club;0;6;octobre;10;2021;0;2021-10-01
Juliette;Allemagne;Chambre Supérieure;2;Septembre 2021;Famille; 29 septembre 2021;I changed the dates for October and it’s not showing it;2.0;;;;Disney's Newport Bay Club;0;6;septembre;9;2021;0;2021-09-01
Mr;Pays-Bas;Chambre Supérieure;2;Septembre 2021;Famille; 25 septembre 2021;not very nice…;5.0;;;;Disney's Newport Bay Club;0;6;septembre;9;2021;0;2021-09-01
Sultan;Arabie saoudite;Chambre Supérieure - Côté Lac;2;Septembre 2021;Famille; 12 septembre 2021;magical hotel;9.0;;;;Disney's Newport Bay Club;2;6;septembre;9;2021;0;2021-09-01
Dean;Irlande;Chambre Supérieure - Côté Lac;1;Septembre 2021;Groupe; 12 septembre 2021;Amazing.;10.0;;;1 personne a trouvé ce commentaire utile. Utile Pas utile;Disney's Newport Bay Club;2;6;septembre;9;2021;0;2021-09-01
Tomas;Slovaquie;Chambre Supérieure;2;Août 2021;Famille; 5 septembre 2021;Great Disney atmosphere;9.0;;;1 personne a trouvé ce commentaire utile. Utile Pas utile;Disney's Newport Bay Club;2;6;août;8;2021;1;2021-08-01
Fasal;Qatar;Chambre Supérieure - Côté Lac;1;Août 2021;Couple; 30 août 2021;Bad service, no room service, dirty toilet seat;1.0;;;;Disney's Newport Bay Club;0;6;août;8;2021;0;2021-08-01
Yasmina;Luxembourg;Chambre Supérieure - Côté Lac;1;Août 2021;Famille; 30 août 2021;quite good but for a 4 stars we expected a bit more...;4.0;;;;Disney's Newport Bay Club;0;6;août;8;2021;0;2021-08-01
Afrah;Koweït;Chambre Supérieure - Côté Lac;3;Août 2021;Famille; 27 août 2021;Fabuleux ;9.0;;;;Disney's Newport Bay Club;2;6;août;8;2021;0;2021-08-01
Stacy;États-Unis;Chambre Supérieure;1;Août 2021;Famille; 8 août 2021;"Paying high price for convenience to DLP; otherwise, the room was a 2-star.";4.0;;;;Disney's Newport Bay Club;0;6;août;8;2021;0;2021-08-01
Michael;Allemagne;Chambre Supérieure;1;Août 2021;Famille; 6 août 2021;Excellent;10.0;;;;Disney's Newport Bay Club;2;6;août;8;2021;0;2021-08-01
Julie;Espagne;Chambre Supérieure;3;Août 2021;Famille; 5 août 2021;Felt really conned, hotel way past sell by date, not suitable at all for families.;3.0;;;;Disney's Newport Bay Club;0;6;août;8;2021;0;2021-08-01
Rayan;Arabie saoudite;Chambre Supérieure;2;Août 2021;Couple; 4 août 2021;Didn't expect that!!;3.0;;;1 personne a trouvé ce commentaire utile. Utile Pas utile;Disney's Newport Bay Club;0;6;août;8;2021;0;2021-08-01
Joecharles;Allemagne;Chambre Supérieure;1;Août 2021;Couple; 1 août 2021;Must Stay!;9.0;;;1 personne a trouvé ce commentaire utile. Utile Pas utile;Disney's Newport Bay Club;2;6;août;8;2021;0;2021-08-01
P;Allemagne;Chambre Supérieure;1;Juillet 2021;Famille; 30 juillet 2021;Quality/price not ok;2.0;;;;Disney's Newport Bay Club;0;6;juillet;7;2021;0;2021-07-01
Mano;Israël;Chambre Supérieure - Côté Lac;6;Juillet 2021;Famille; 24 juillet 2021;Amazing hotel have everything no needed to go out really amazing staff;10.0;;;;Disney's Newport Bay Club;2;6;juillet;7;2021;0;2021-07-01
Traveling;États-Unis;Chambre Supérieure;1;Juillet 2021;Famille; 14 juillet 2021;Very expensive- not worth it.;5.0;;;;Disney's Newport Bay Club;0;6;juillet;7;2021;0;2021-07-01
Petra;Malte;Chambre Supérieure;3;Juin 2021;Famille; 29 juin 2021;Décevant;4.0;;;;Disney's Newport Bay Club;0;6;juin;6;2021;0;2021-06-01
Muzaffer;Turquie;Chambre Supérieure;2;Juin 2021;Famille; 25 juin 2021;Mauvais;1.0;;;;Disney's Newport Bay Club;0;6;juin;6;2021;0;2021-06-01
Frankiefrie;Belgique;Chambre Supérieure - Côté Lac;1;Juin 2021;Couple; 22 juin 2021;Favorite Disney Hotel so far;9.0;;;;Disney's Newport Bay Club;2;6;juin;6;2021;0;2021-06-01
Nele;Belgique;Chambre Club Compass (2 Adultes + 2 Enfants);3;Octobre 2020;Voyageur individuel; 18 octobre 2020;Dont waste your money on compass club level;4.0;;;1 personne a trouvé ce commentaire utile. Utile Pas utile;Disney's Newport Bay Club;0;6;octobre;10;2020;0;2020-10-01
Vanja;Pays-Bas;Chambre Supérieure – Côté Lac (2 Adultes + 2 Enfants);2;Septembre 2020;Couple; 15 septembre 2020;Amazing experience;10.0;;;;Disney's Newport Bay Club;2;6;septembre;9;2020;0;2020-09-01
Paul;Royaume-Uni;Chambre Supérieure (3 Adultes + 1 Enfant);1;Août 2020;Famille; 28 août 2020;Last minute trip but wow it has everything you needed plus more;10.0;;;;Disney's Newport Bay Club;2;6;août;8;2020;0;2020-08-01
Nuno;Portugal;Chambre Supérieure – Côté Lac (2 Adultes + 2 Enfants);1;Juillet 2020;Famille; 30 juillet 2020;Exceptionnel;10.0;;;;Disney's Newport Bay Club;2;6;juillet;7;2020;0;2020-07-01
Lucia;Italie;Chambre Supérieure (3 Adultes + 1 Enfant);2;Mars 2020;Famille; 14 mars 2020;I was only there for a day and one night so I don’t have much to say because it was really short.;10.0;;;;Disney's Newport Bay Club;2;6;mars;3;2020;0;2020-03-01
Anna;Suisse;Chambre Supérieure (2 Adultes + 2 Enfants);3;Mars 2020;Couple; 13 mars 2020;NOT good value. Will avoid if ever back in the region and will certainly not recommend to others;5.0;;;;Disney's Newport Bay Club;0;6;mars;3;2020;0;2020-03-01
Laura;Royaume-Uni;Chambre Supérieure (2 Adultes + 2 Enfants);1;Mars 2020;Famille; 7 mars 2020;Fabuleux ;9.0;;;;Disney's Newport Bay Club;2;6;mars;3;2020;0;2020-03-01
Sebastian;Suisse;Chambre Supérieure (3 Adultes + 1 Enfant);1;Mars 2020;Famille; 4 mars 2020;Décevant;4.0;;;;Disney's Newport Bay Club;0;6;mars;3;2020;0;2020-03-01
Clint;Royaume-Uni;Chambre Supérieure (4 Adultes);1;Février 2020;Voyageur individuel; 29 février 2020;Over over priced for the quality of the resort, good locations, shocking food and price yatch club;4.0;;;;Disney's Newport Bay Club;0;6;février;2;2020;0;2020-02-01
Rihana;Afrique du Sud;Chambre Supérieure (2 Adultes + 2 Enfants);2;Février 2020;Famille; 26 février 2020;Passable;5.0;;;;Disney's Newport Bay Club;0;6;février;2;2020;0;2020-02-01
Nikki;Royaume-Uni;Chambre Supérieure (2 Adultes + 2 Enfants);3;Février 2020;Famille; 20 février 2020;Exceptionnel;10.0;;;;Disney's Newport Bay Club;2;6;février;2;2020;0;2020-02-01
Dee;Royaume-Uni;Chambre Supérieure – Côté Lac (1 Adulte + 3 Enfants);1;Février 2020;Famille; 16 février 2020;Exceptionnel;9.6;;;;Disney's Newport Bay Club;2;6;février;2;2020;0;2020-02-01
Kasey;Royaume-Uni;Chambre Supérieure – Côté Lac (2 Adultes + 2 Enfants);1;Février 2020;Couple; 9 février 2020;Exceptionnel;10.0;;;;Disney's Newport Bay Club;2;6;février;2;2020;0;2020-02-01
Michael;Royaume-Uni;Chambre Club Compass (2 Adultes + 2 Enfants);1;Janvier 2020;Couple; 28 janvier 2020;Compass Club facilities are top notch;9.2;;;2 personnes ont trouvé ce commentaire utile. Utile Pas utile;Disney's Newport Bay Club;2;6;janvier;1;2020;0;2020-01-01
Abdullah;Koweït;Chambre Supérieure (4 Adultes);1;Janvier 2020;Famille; 15 janvier 2020;Assez médiocre ;3.0;;;;Disney's Newport Bay Club;0;6;janvier;1;2020;0;2020-01-01
Barbara;Irlande;Chambre Supérieure (4 Adultes);3;Janvier 2020;Famille; 6 janvier 2020;Disappointing, Hotel very shabby, Overpriced, Bathroom smelled of sewer, will not be returning;3.0;;;;Disney's Newport Bay Club;0;6;janvier;1;2020;0;2020-01-01
Anna;Royaume-Uni;Chambre Supérieure – Côté Lac (4 Adultes);1;Janvier 2020;Famille; 1 janvier 2020;Exceptionnel;10.0;;;;Disney's Newport Bay Club;2;6;janvier;1;2020;0;2020-01-01
Globetrotter;Émirats arabes unis;Chambre Supérieure (2 Adultes + 2 Enfants);4;Décembre 2019;Famille; 29 décembre 2019;Below expectations;4.0;;;;Disney's Newport Bay Club;0;6;décembre;12;2019;0;2019-12-01
Anonyme;États-Unis;;2;Mars 2022;Famille; 25 mars 2022;waste of money;6.0;;;;Disney's Newport Bay Club;1;6;mars;3;2022;0;2022-03-01
Anonyme;Allemagne;;3;Octobre 2021;Famille; 14 octobre 2021;Très bien;8.0;;;;Disney's Newport Bay Club;2;6;octobre;10;2021;0;2021-10-01
Anonyme;Royaume-Uni;;2;Février 2020;Famille; 20 février 2020;Great position but Disney need to update particularly for 4 star hotel and the high room cost;6.0;;;;Disney's Newport Bay Club;1;6;février;2;2020;0;2020-02-01
Anonyme;Royaume-Uni;;2;Janvier 2020;Famille; 30 janvier 2020;Agréable;6.0;;;;Disney's Newport Bay Club;1;6;janvier;1;2020;0;2020-01-01
Anonyme;Bahreïn;;3;Juillet 2022;Famille; 25 juillet 2022;poorest service by a hotel ever. I will never stay in this hotel nor recommend it to anyone.;1.0;;;;Disney's Newport Bay Club;0;6;juillet;7;2022;0;2022-07-01
Anonyme;Émirats arabes unis;;1;Mars 2022;Couple; 7 avril 2022;Décevant;4.0;;;;Disney's Newport Bay Club;0;6;mars;3;2022;1;2022-03-01
Anonyme;Royaume-Uni;;4;Mars 2022;Famille; 8 mars 2022;Fabuleux ;9.0;;;;Disney's Newport Bay Club;2;6;mars;3;2022;0;2022-03-01
Anonyme;Malte;;2;Novembre 2021;Famille; 27 novembre 2021;comfortable hotel cause close to the park but way too expensive;5.0;;;;Disney's Newport Bay Club;0;6;novembre;11;2021;0;2021-11-01
Anonyme;Royaume-Uni;;3;Octobre 2021;Famille; 31 octobre 2021;it cost £110 for two adults and one child for dinner every night far overpriced you could not get room service absolute;1.0;;;;Disney's Newport Bay Club;0;6;octobre;10;2021;0;2021-10-01
Anonyme;Pays-Bas;;1;Octobre 2021;Couple; 6 octobre 2021;Exceptionnel;10.0;;;;Disney's Newport Bay Club;2;6;octobre;10;2021;0;2021-10-01
Anonyme;Royaume-Uni;;2;Septembre 2021;Famille; 30 septembre 2021;Exceptionnel;10.0;;;;Disney's Newport Bay Club;2;6;septembre;9;2021;0;2021-09-01
Anonyme;Émirats arabes unis;;3;Juillet 2021;Famille; 24 juillet 2021;Décevant;4.0;;;;Disney's Newport Bay Club;0;6;juillet;7;2021;0;2021-07-01
Anonyme;Royaume-Uni;;1;Mars 2020;Couple; 14 mars 2020;It was ok;5.0;;;;Disney's Newport Bay Club;0;6;mars;3;2020;0;2020-03-01
Anonyme;Malaisie;;2;Février 2020;Famille; 4 mars 2020;Highly recommend;10.0;;;;Disney's Newport Bay Club;2;6;février;2;2020;1;2020-02-01
אודליה;Israël;Chambre Supérieure;1;Décembre 2022;Famille; 18 décembre 2022;Bien ;7.0;;;;Disney's Newport Bay Club;1;6;décembre;12;2022;0;2022-12-01
Cesare;Italie;Chambre Supérieure - Côté Lac;3;Décembre 2022;Famille; 12 décembre 2022;eccellente;7.0;;;;Disney's Newport Bay Club;1;6;décembre;12;2022;0;2022-12-01
Marij;Pays-Bas;Chambre Supérieure - Côté Lac;1;Décembre 2022;Famille; 12 décembre 2022;gezellige Disney ervaring;7.0;;;;Disney's Newport Bay Club;1;6;décembre;12;2022;0;2022-12-01
Julia;Allemagne;Chambre Supérieure - Côté Lac;4;Décembre 2022;Famille; 8 décembre 2022;Wundervoller Ausflug;8.0;;;;Disney's Newport Bay Club;2;6;décembre;12;2022;0;2022-12-01
Joeri;Belgique;Chambre Supérieure - Côté Lac;3;Novembre 2022;Groupe; 28 novembre 2022;Redelijk duur, maar wel leuk eens te mogen ervaren.;8.0;;;;Disney's Newport Bay Club;2;6;novembre;11;2022;0;2022-11-01
Carolina;Italie;Chambre Supérieure;1;Novembre 2022;Groupe; 22 novembre 2022;magico;8.0;;;;Disney's Newport Bay Club;2;6;novembre;11;2022;0;2022-11-01
Cathrin;Norvège;Chambre Supérieure;2;Novembre 2022;Famille; 15 novembre 2022;Bien ;7.0;;;;Disney's Newport Bay Club;1;6;novembre;11;2022;0;2022-11-01
Lisa;Belgique;Chambre Supérieure;1;Octobre 2022;Famille; 29 octobre 2022;Très bien;8.0;;;;Disney's Newport Bay Club;2;6;octobre;10;2022;0;2022-10-01
Pb;Israël;Chambre Supérieure;1;Octobre 2022;Famille; 26 octobre 2022;Agréable;6.0;;;;Disney's Newport Bay Club;1;6;octobre;10;2022;0;2022-10-01
Vladyslav;Ukraine;Chambre Supérieure - Côté Lac;1;Septembre 2022;Famille; 23 octobre 2022;отель находится возле парка и в отеле нет анимации;6.0;;;;Disney's Newport Bay Club;1;6;septembre;9;2022;1;2022-09-01
Mamyokophoto89;Japon;Chambre Supérieure;2;Septembre 2022;Famille; 22 octobre 2022;Agréable;6.0;;;;Disney's Newport Bay Club;1;6;septembre;9;2022;1;2022-09-01
Tomomi;Japon;Chambre Supérieure - Côté Lac;2;Octobre 2022;Famille; 18 octobre 2022;ふつうかな;6.0;;;;Disney's Newport Bay Club;1;6;octobre;10;2022;0;2022-10-01
Panda_k;Royaume-Uni;Chambre Supérieure;1;Octobre 2022;Famille; 18 octobre 2022;クルーズ船のような大型ホテル;7.0;;;1 personne a trouvé ce commentaire utile. Utile Pas utile;Disney's Newport Bay Club;1;6;octobre;10;2022;0;2022-10-01
Juan;Espagne;Chambre Supérieure;3;Octobre 2022;Famille; 13 octobre 2022;Un hotel práctico, no esperes más;7.0;;;2 personnes ont trouvé ce commentaire utile. Utile Pas utile;Disney's Newport Bay Club;1;6;octobre;10;2022;0;2022-10-01
Manami;Japon;Chambre Supérieure;2;Octobre 2022;Groupe; 9 octobre 2022;また泊まりたいです;8.0;;;;Disney's Newport Bay Club;2;6;octobre;10;2022;0;2022-10-01
Julia;Allemagne;Chambre Supérieure avec Terrasse;2;Octobre 2022;Famille; 3 octobre 2022;Agréable;6.0;;;1 personne a trouvé ce commentaire utile. Utile Pas utile;Disney's Newport Bay Club;1;6;octobre;10;2022;0;2022-10-01
Martino;Mexique;Chambre Supérieure;2;Septembre 2022;Famille; 19 septembre 2022;Esperábamos massss!!! Por el precio!!;7.0;;;1 personne a trouvé ce commentaire utile. Utile Pas utile;Disney's Newport Bay Club;1;6;septembre;9;2022;0;2022-09-01
Sira;Pays-Bas;Chambre Supérieure;1;Septembre 2022;Famille; 19 septembre 2022;te chaotisch;6.0;;;;Disney's Newport Bay Club;1;6;septembre;9;2022;0;2022-09-01
Slawomir;Pologne;Chambre Supérieure;1;Août 2022;Famille; 18 septembre 2022;Très bien;8.0;;;;Disney's Newport Bay Club;2;6;août;8;2022;1;2022-08-01
Meirav;Israël;Chambre Supérieure - Côté Lac;1;Septembre 2022;Voyageur individuel; 18 septembre 2022;Bien ;7.0;;;;Disney's Newport Bay Club;1;6;septembre;9;2022;0;2022-09-01
Bilal;Venezuela;Chambre Supérieure - Côté Lac;4;Septembre 2022;Famille; 12 septembre 2022;Bien ;7.0;;;;Disney's Newport Bay Club;1;6;septembre;9;2022;0;2022-09-01
Marion;Allemagne;Chambre Supérieure;3;Août 2022;Famille; 29 août 2022;Bien ;7.0;;;1 personne a trouvé ce commentaire utile. Utile Pas utile;Disney's Newport Bay Club;1;6;août;8;2022;0;2022-08-01
Muhammad;Arabie saoudite;Chambre Supérieure;2;Août 2022;Famille; 23 août 2022;Très bien;8.0;;;;Disney's Newport Bay Club;2;6;août;8;2022;0;2022-08-01
גולן;Israël;Chambre Supérieure - Côté Lac;5;Août 2022;Famille; 14 août 2022;אין תמורה לכסף;7.0;;;1 personne a trouvé ce commentaire utile. Utile Pas utile;Disney's Newport Bay Club;1;6;août;8;2022;0;2022-08-01
Johan;Pays-Bas;Chambre Supérieure - Côté Lac;1;Août 2022;Famille; 14 août 2022;Très bien;8.0;;;;Disney's Newport Bay Club;2;6;août;8;2022;0;2022-08-01
Abdulaziz;Arabie saoudite;Chambre Supérieure - Côté Lac;2;Août 2022;Famille; 13 août 2022;لان اكرر الاقامة;6.0;;;1 personne a trouvé ce commentaire utile. Utile Pas utile;Disney's Newport Bay Club;1;6;août;8;2022;0;2022-08-01
Taixiang;Allemagne;Chambre Supérieure - Côté Lac;1;Août 2022;Couple; 12 août 2022;非常不值;6.0;;;;Disney's Newport Bay Club;1;6;août;8;2022;0;2022-08-01
Jose;Brésil;Chambre Supérieure;3;Juillet 2022;Famille; 10 août 2022;Très bien;8.0;;;;Disney's Newport Bay Club;2;6;juillet;7;2022;1;2022-07-01
Shigeki;Royaume-Uni;Chambre Supérieure;2;Août 2022;Famille; 10 août 2022;Bien ;7.0;;;;Disney's Newport Bay Club;1;6;août;8;2022;0;2022-08-01
Yu;République tchèque;Chambre Supérieure avec Terrasse;2;Juillet 2022;Famille; 29 juillet 2022;Bien ;7.0;;;;Disney's Newport Bay Club;1;6;juillet;7;2022;0;2022-07-01
Gustavo;Brésil;Chambre Supérieure;7;Juillet 2022;Famille; 26 juillet 2022;Bien ;7.0;;;;Disney's Newport Bay Club;1;6;juillet;7;2022;0;2022-07-01
Maksymilian;Autriche;Chambre Supérieure;2;Juillet 2022;Famille; 15 juillet 2022;4 Sterne erleben, 5 Sterne zahlen.;7.0;;;1 personne a trouvé ce commentaire utile. Utile Pas utile;Disney's Newport Bay Club;1;6;juillet;7;2022;0;2022-07-01
Marián;Espagne;Chambre Supérieure;1;Juillet 2022;Famille; 10 juillet 2022;Primera vez en hotel Disney;8.0;;;1 personne a trouvé ce commentaire utile. Utile Pas utile;Disney's Newport Bay Club;2;6;juillet;7;2022;0;2022-07-01
Alejandro;Espagne;Chambre Supérieure avec Terrasse;3;Juillet 2022;Famille; 9 juillet 2022;maravillosa;8.0;;;;Disney's Newport Bay Club;2;6;juillet;7;2022;0;2022-07-01
Aron;Israël;Chambre Supérieure avec Terrasse;2;Juillet 2022;Famille; 5 juillet 2022;Très bien;8.0;;;1 personne a trouvé ce commentaire utile. Utile Pas utile;Disney's Newport Bay Club;2;6;juillet;7;2022;0;2022-07-01
Leila;Mozambique;Chambre Supérieure - Côté Lac;4;Juin 2022;Famille; 4 juillet 2022;Foi bom;7.0;;;;Disney's Newport Bay Club;1;6;juin;6;2022;1;2022-06-01
Enrique;Espagne;Chambre Supérieure - Côté Lac;3;Juin 2022;Famille; 29 juin 2022;Très bien;8.0;;;;Disney's Newport Bay Club;2;6;juin;6;2022;0;2022-06-01
Yosuke;Japon;Chambre Supérieure;1;Mai 2022;Couple; 25 juin 2022;不愉快;6.0;;;1 personne a trouvé ce commentaire utile. Utile Pas utile;Disney's Newport Bay Club;1;6;mai;5;2022;1;2022-05-01
Cerqueira;Brésil;Chambre Club Compass - Côté Lac (2 Adultes);2;Juin 2022;Famille; 21 juin 2022;Hotel bom mas extremamente caro;8.0;;;1 personne a trouvé ce commentaire utile. Utile Pas utile;Disney's Newport Bay Club;2;6;juin;6;2022;0;2022-06-01
Stefanie;Allemagne;Chambre Supérieure avec Terrasse;5;Juin 2022;Famille; 18 juin 2022;Besser als andere Disney-Hotels mit kleinen Mängeln;8.0;;;;Disney's Newport Bay Club;2;6;juin;6;2022;0;2022-06-01
Ronen;Israël;Chambre Supérieure - Côté Lac;3;Mai 2022;Famille; 16 juin 2022;Très bien;8.0;;;2 personnes ont trouvé ce commentaire utile. Utile Pas utile;Disney's Newport Bay Club;2;6;mai;5;2022;1;2022-05-01
Patricia;Espagne;Chambre Supérieure;1;Juin 2022;Famille; 4 juin 2022;niños felices;8.0;;;;Disney's Newport Bay Club;2;6;juin;6;2022;0;2022-06-01
Arend;Pays-Bas;Chambre Supérieure;1;Mai 2022;Famille; 24 mai 2022;Bien ;7.0;;;;Disney's Newport Bay Club;1;6;mai;5;2022;0;2022-05-01
Mas;Espagne;Chambre Supérieure;2;Mai 2022;Famille; 22 mai 2022;Correcto pero necesita una reforma;7.0;;;;Disney's Newport Bay Club;1;6;mai;5;2022;0;2022-05-01
Enrique;Espagne;Chambre Supérieure - Côté Lac;2;Mai 2022;Famille; 18 mai 2022;Agréable;6.0;;;1 personne a trouvé ce commentaire utile. Utile Pas utile;Disney's Newport Bay Club;1;6;mai;5;2022;0;2022-05-01
